tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2020-06-01,DKI1 (Bunderan HI),50,14,10,45,9,50,PM10,BAIK
2020-06-02,DKI1 (Bunderan HI),44,14,7,37,8,44,PM10,BAIK
2020-06-03,DKI1 (Bunderan HI),41,14,4,31,8,41,PM10,BAIK
2020-06-04,DKI1 (Bunderan HI),45,18,4,28,8,45,PM10,BAIK
2020-06-05,DKI1 (Bunderan HI),56,18,6,60,12,60,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),69,18,7,74,13,74,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),55,16,5,65,9,65,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),59,15,5,33,10,59,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),58,14,6,41,12,58,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),67,16,10,34,10,67,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),63,16,6,40,10,63,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),49,15,6,58,13,58,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),60,16,6,61,10,61,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),60,15,6,61,12,61,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),70,13,8,54,13,70,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),67,16,8,35,11,67,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),56,15,5,49,8,56,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),60,17,6,56,9,60,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),57,15,6,47,11,57,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),61,17,12,67,17,67,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),63,16,6,61,10,63,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),67,20,6,34,11,67,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),53,18,7,41,15,53,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),53,15,7,77,11,77,O3,SEDANG
2020-06-06,DKI1 (Bunderan HI),76,19,13,64,23,76,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),70,18,10,61,19,70,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),65,20,6,42,14,65,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),72,21,6,47,11,72,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),68,20,5,57,11,68,PM10,SEDANG
2020-06-06,DKI1 (Bunderan HI),75,20,6,53,15,75,PM10,SEDANG
2020-06-06,DKI2 (Kelapa Gading),53,23,17,52,10,53,PM10,SEDANG
2020-06-06,DKI2 (Kelapa Gading),41,21,10,46,8,46,O3,BAIK
2020-06-06,DKI2 (Kelapa Gading),43,21,12,45,11,45,O3,BAIK
2020-06-06,DKI2 (Kelapa Gading),53,31,11,39,11,53,PM10,SEDANG
2020-06-06,DKI2 (Kelapa Gading),62,21,12,87,12,87,O3,SEDANG
2020-06-06,DKI2 (Kelapa Gading),67,22,16,84,14,84,O3,SEDANG
