tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2019-07-08,DKI5 (Kebon Jeruk) Jakarta Barat,50,22,11,56,7,56,O3,SEDANG
2019-07-09,DKI5 (Kebon Jeruk) Jakarta Barat,67,17,17,84,8,84,O3,SEDANG
2019-07-10,DKI5 (Kebon Jeruk) Jakarta Barat,60,28,14,79,8,79,O3,SEDANG
2019-07-11,DKI5 (Kebon Jeruk) Jakarta Barat,64,24,16,50,10,64,PM10,SEDANG
2019-07-12,DKI5 (Kebon Jeruk) Jakarta Barat,65,24,17,64,9,65,PM10,SEDANG
2019-07-13,DKI5 (Kebon Jeruk) Jakarta Barat,67,22,16,90,8,90,O3,SEDANG
2019-07-14,DKI5 (Kebon Jeruk) Jakarta Barat,84,23,22,126,12,126,O3,TIDAK SEHAT
2019-07-15,DKI5 (Kebon Jeruk) Jakarta Barat,68,22,23,64,14,68,PM10,SEDANG
2019-07-16,DKI5 (Kebon Jeruk) Jakarta Barat,69,22,19,84,12,84,O3,SEDANG
2019-07-17,DKI5 (Kebon Jeruk) Jakarta Barat,64,21,16,107,13,107,O3,TIDAK SEHAT
2019-07-18,DKI5 (Kebon Jeruk) Jakarta Barat,74,22,18,77,11,77,O3,SEDANG
2019-07-19,DKI5 (Kebon Jeruk) Jakarta Barat,62,23,17,58,9,62,PM10,SEDANG
2019-07-20,DKI5 (Kebon Jeruk) Jakarta Barat,75,23,16,113,10,113,O3,TIDAK SEHAT
2019-07-21,DKI5 (Kebon Jeruk) Jakarta Barat,63,22,13,88,6,88,O3,SEDANG
2019-07-22,DKI5 (Kebon Jeruk) Jakarta Barat,67,21,18,121,7,121,O3,TIDAK SEHAT
2019-07-23,DKI5 (Kebon Jeruk) Jakarta Barat,66,25,19,65,14,66,PM10,SEDANG
2019-07-24,DKI5 (Kebon Jeruk) Jakarta Barat,69,21,16,92,8,92,O3,SEDANG
2019-07-25,DKI5 (Kebon Jeruk) Jakarta Barat,75,23,19,124,9,124,O3,TIDAK SEHAT
2019-07-26,DKI5 (Kebon Jeruk) Jakarta Barat,63,23,15,95,11,95,O3,SEDANG
2019-07-27,DKI5 (Kebon Jeruk) Jakarta Barat,58,24,12,72,9,72,O3,SEDANG
2019-07-28,DKI5 (Kebon Jeruk) Jakarta Barat,66,23,17,95,9,95,O3,SEDANG
2019-07-29,DKI5 (Kebon Jeruk) Jakarta Barat,70,19,19,91,7,91,O3,SEDANG
2019-07-30,DKI5 (Kebon Jeruk) Jakarta Barat,73,20,24,99,12,99,O3,SEDANG
2019-07-31,DKI5 (Kebon Jeruk) Jakarta Barat,67,21,15,88,6,88,O3,SEDANG
