tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2020-02-29,DKI1 (Bunderan HI),59,7,40,18,13,59,PM10,SEDANG
2020-02-01,DKI2 (Kelapa Gading),50,9,14,30,6,50,PM10,BAIK
2020-02-02,DKI2 (Kelapa Gading),36,9,19,33,6,36,PM10,BAIK
2020-02-03,DKI2 (Kelapa Gading),49,9,37,27,9,49,PM10,BAIK
2020-02-04,DKI2 (Kelapa Gading),36,7,12,31,7,36,PM10,BAIK
2020-02-05,DKI2 (Kelapa Gading),---,8,20,38,6,38,O3,BAIK
2020-02-06,DKI2 (Kelapa Gading),63,9,19,42,8,63,PM10,SEDANG
2020-02-07,DKI2 (Kelapa Gading),54,9,22,45,8,54,PM10,SEDANG
2020-02-08,DKI2 (Kelapa Gading),20,7,11,45,7,45,O3,BAIK
2020-02-09,DKI2 (Kelapa Gading),37,8,18,43,7,43,O3,BAIK
2020-02-10,DKI2 (Kelapa Gading),43,7,20,91,13,91,O3,SEDANG
2020-02-11,DKI2 (Kelapa Gading),75,12,19,67,9,75,PM10,SEDANG
2020-02-12,DKI2 (Kelapa Gading),65,9,14,76,9,76,O3,SEDANG
2020-02-13,DKI2 (Kelapa Gading),63,13,10,80,7,80,O3,SEDANG
2020-02-14,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2020-02-15,DKI2 (Kelapa Gading),64,8,37,34,12,64,PM10,SEDANG
2020-02-16,DKI2 (Kelapa Gading),70,13,23,51,7,70,PM10,SEDANG
2020-02-17,DKI2 (Kelapa Gading),26,7,13,51,5,51,O3,SEDANG
2020-02-18,DKI2 (Kelapa Gading),46,10,25,30,9,46,PM10,BAIK
2020-02-19,DKI2 (Kelapa Gading),33,8,15,29,6,33,PM10,BAIK
2020-02-20,DKI2 (Kelapa Gading),25,7,11,32,5,32,O3,BAIK
2020-02-21,DKI2 (Kelapa Gading),30,8,15,29,7,30,PM10,BAIK
2020-02-22,DKI2 (Kelapa Gading),48,8,11,32,6,48,PM10,BAIK
2020-02-23,DKI2 (Kelapa Gading),20,7,7,34,3,34,O3,BAIK
2020-02-24,DKI2 (Kelapa Gading),28,7,4,35,3,35,O3,BAIK
2020-02-25,DKI2 (Kelapa Gading),26,7,7,31,5,31,O3,BAIK
2020-02-26,DKI2 (Kelapa Gading),34,8,14,32,8,34,PM10,BAIK
2020-02-27,DKI2 (Kelapa Gading),43,8,13,30,8,43,PM10,BAIK
2020-02-28,DKI2 (Kelapa Gading),42,8,12,26,8,42,PM10,BAIK
2020-02-29,DKI2 (Kelapa Gading),60,11,32,28,10,60,PM10,SEDANG
2020-02-01,DKI3 (Jagakarsa),44,15,39,38,10,44,PM10,BAIK
2020-02-02,DKI3 (Jagakarsa),38,15,35,45,8,45,O3,BAIK
2020-02-03,DKI3 (Jagakarsa),41,15,50,37,8,50,CO,BAIK
2020-02-04,DKI3 (Jagakarsa),40,15,53,38,---,53,CO,SEDANG
2020-02-05,DKI3 (Jagakarsa),67,14,57,49,12,67,PM10,SEDANG
2020-02-06,DKI3 (Jagakarsa),55,14,26,45,8,55,PM10,SEDANG
2020-02-07,DKI3 (Jagakarsa),51,14,28,50,7,51,PM10,SEDANG
2020-02-08,DKI3 (Jagakarsa),26,14,20,48,10,48,O3,BAIK
2020-02-09,DKI3 (Jagakarsa),46,14,35,46,11,46,PM10,BAIK
2020-02-10,DKI3 (Jagakarsa),44,15,27,52,---,52,O3,SEDANG
2020-02-11,DKI3 (Jagakarsa),53,16,26,45,9,53,PM10,SEDANG
2020-02-12,DKI3 (Jagakarsa),48,16,19,126,6,126,O3,TIDAK SEHAT
2020-02-13,DKI3 (Jagakarsa),55,16,23,68,9,68,O3,SEDANG
2020-02-14,DKI3 (Jagakarsa),57,15,36,56,8,57,PM10,SEDANG
2020-02-15,DKI3 (Jagakarsa),62,15,46,108,8,108,O3,TIDAK SEHAT
2020-02-16,DKI3 (Jagakarsa),52,17,35,55,15,55,O3,SEDANG
2020-02-17,DKI3 (Jagakarsa),38,16,30,59,10,59,O3,SEDANG
2020-02-18,DKI3 (Jagakarsa),51,16,47,58,11,58,O3,SEDANG
2020-02-19,DKI3 (Jagakarsa),53,16,28,35,6,53,PM10,SEDANG
2020-02-20,DKI3 (Jagakarsa),43,15,21,35,7,43,PM10,BAIK
2020-02-21,DKI3 (Jagakarsa),33,15,25,38,7,38,O3,BAIK
2020-02-22,DKI3 (Jagakarsa),55,14,75,41,11,75,CO,SEDANG
2020-02-23,DKI3 (Jagakarsa),39,13,37,38,---,39,PM10,BAIK
2020-02-24,DKI3 (Jagakarsa),32,14,21,39,---,39,O3,BAIK
2020-02-25,DKI3 (Jagakarsa),31,13,25,44,---,44,O3,BAIK
2020-02-26,DKI3 (Jagakarsa),49,15,27,49,6,49,PM10,BAIK
2020-02-27,DKI3 (Jagakarsa),48,16,40,38,10,48,PM10,BAIK
2020-02-28,DKI3 (Jagakarsa),50,15,33,48,13,50,PM10,BAIK
2020-02-29,DKI3 (Jagakarsa),51,16,52,45,10,52,CO,SEDANG
2020-02-01,DKI4 (Lubang Buaya),57,30,14,33,3,57,PM10,SEDANG
2020-02-02,DKI4 (Lubang Buaya),52,30,16,36,3,52,PM10,SEDANG
2020-02-03,DKI4 (Lubang Buaya),59,30,40,35,3,59,PM10,SEDANG
2020-02-04,DKI4 (Lubang Buaya),43,30,32,32,5,43,PM10,BAIK
2020-02-05,DKI4 (Lubang Buaya),59,30,36,41,4,59,PM10,SEDANG
2020-02-06,DKI4 (Lubang Buaya),59,30,16,33,3,59,PM10,SEDANG
2020-02-07,DKI4 (Lubang Buaya),---,---,---,---,---,0,,TIDAK ADA DATA
2020-02-08,DKI4 (Lubang Buaya),74,30,11,66,3,74,PM10,SEDANG
2020-02-09,DKI4 (Lubang Buaya),47,30,23,38,4,47,PM10,BAIK
2020-02-10,DKI4 (Lubang Buaya),51,31,22,76,4,76,O3,SEDANG
2020-02-11,DKI4 (Lubang Buaya),69,32,24,98,7,98,O3,SEDANG
2020-02-12,DKI4 (Lubang Buaya),---,35,13,101,4,101,O3,TIDAK SEHAT
2020-02-13,DKI4 (Lubang Buaya),---,33,16,---,4,33,SO2,BAIK
2020-02-14,DKI4 (Lubang Buaya),81,33,19,---,4,81,PM10,SEDANG
2020-02-15,DKI4 (Lubang Buaya),74,26,47,191,7,191,O3,TIDAK SEHAT
2020-02-16,DKI4 (Lubang Buaya),67,23,27,118,4,118,O3,TIDAK SEHAT
2020-02-17,DKI4 (Lubang Buaya),43,21,22,170,4,170,O3,TIDAK SEHAT
2020-02-18,DKI4 (Lubang Buaya),62,23,32,93,4,93,O3,SEDANG
2020-02-19,DKI4 (Lubang Buaya),54,22,20,51,3,54,PM10,SEDANG
2020-02-20,DKI4 (Lubang Buaya),30,20,11,68,3,68,O3,SEDANG
2020-02-21,DKI4 (Lubang Buaya),34,20,22,80,4,80,O3,SEDANG
2020-02-22,DKI4 (Lubang Buaya),58,19,34,85,4,85,O3,SEDANG
2020-02-23,DKI4 (Lubang Buaya),39,---,---,---,---,39,PM10,BAIK
2020-02-24,DKI4 (Lubang Buaya),32,19,---,65,---,65,O3,SEDANG
2020-02-25,DKI4 (Lubang Buaya),40,19,15,92,4,92,O3,SEDANG
2020-02-26,DKI4 (Lubang Buaya),52,19,21,89,5,89,O3,SEDANG
2020-02-27,DKI4 (Lubang Buaya),54,18,20,84,2,84,O3,SEDANG
2020-02-28,DKI4 (Lubang Buaya),56,21,27,104,6,104,O3,TIDAK SEHAT
2020-02-29,DKI4 (Lubang Buaya),64,22,41,78,7,78,O3,SEDANG
2020-02-01,DKI5 (Kebon Jeruk) Jakarta Barat,37,14,28,73,6,73,O3,SEDANG
2020-02-02,DKI5 (Kebon Jeruk) Jakarta Barat,33,16,27,64,7,64,O3,SEDANG
2020-02-03,DKI5 (Kebon Jeruk) Jakarta Barat,51,15,38,46,9,51,PM10,SEDANG
2020-02-04,DKI5 (Kebon Jeruk) Jakarta Barat,34,14,31,51,9,51,O3,SEDANG
2020-02-05,DKI5 (Kebon Jeruk) Jakarta Barat,63,16,37,52,6,63,PM10,SEDANG
2020-02-06,DKI5 (Kebon Jeruk) Jakarta Barat,48,19,23,50,9,50,O3,BAIK
2020-02-07,DKI5 (Kebon Jeruk) Jakarta Barat,55,28,22,46,6,55,PM10,SEDANG
2020-02-08,DKI5 (Kebon Jeruk) Jakarta Barat,26,15,22,67,6,67,O3,SEDANG
2020-02-09,DKI5 (Kebon Jeruk) Jakarta Barat,48,15,24,50,6,50,O3,BAIK
2020-02-10,DKI5 (Kebon Jeruk) Jakarta Barat,34,15,23,51,4,51,O3,SEDANG
2020-02-11,DKI5 (Kebon Jeruk) Jakarta Barat,52,22,19,36,8,52,PM10,SEDANG
2020-02-12,DKI5 (Kebon Jeruk) Jakarta Barat,43,20,18,106,8,106,O3,TIDAK SEHAT
2020-02-13,DKI5 (Kebon Jeruk) Jakarta Barat,44,17,19,83,8,83,O3,SEDANG
2020-02-14,DKI5 (Kebon Jeruk) Jakarta Barat,53,18,26,60,7,60,O3,SEDANG
2020-02-15,DKI5 (Kebon Jeruk) Jakarta Barat,72,17,45,77,10,77,O3,SEDANG
2020-02-16,DKI5 (Kebon Jeruk) Jakarta Barat,56,19,25,62,11,62,O3,SEDANG
2020-02-17,DKI5 (Kebon Jeruk) Jakarta Barat,24,15,15,49,3,49,O3,BAIK
2020-02-18,DKI5 (Kebon Jeruk) Jakarta Barat,50,30,55,182,7,182,O3,TIDAK SEHAT
2020-02-19,DKI5 (Kebon Jeruk) Jakarta Barat,48,20,21,62,6,62,O3,SEDANG
2020-02-20,DKI5 (Kebon Jeruk) Jakarta Barat,21,15,14,73,5,73,O3,SEDANG
2020-02-21,DKI5 (Kebon Jeruk) Jakarta Barat,34,16,19,46,7,46,O3,BAIK
2020-02-22,DKI5 (Kebon Jeruk) Jakarta Barat,32,15,22,55,7,55,O3,SEDANG
2020-02-23,DKI5 (Kebon Jeruk) Jakarta Barat,21,15,12,88,3,88,O3,SEDANG
2020-02-24,DKI5 (Kebon Jeruk) Jakarta Barat,18,15,11,89,2,89,O3,SEDANG
2020-02-25,DKI5 (Kebon Jeruk) Jakarta Barat,20,14,15,83,5,83,O3,SEDANG
2020-02-26,DKI5 (Kebon Jeruk) Jakarta Barat,40,18,17,52,7,52,O3,SEDANG
2020-02-27,DKI5 (Kebon Jeruk) Jakarta Barat,27,---,22,50,10,50,O3,BAIK
2020-02-28,DKI5 (Kebon Jeruk) Jakarta Barat,18,---,17,121,11,121,O3,TIDAK SEHAT
2020-02-29,DKI5 (Kebon Jeruk) Jakarta Barat,40,---,39,144,13,144,O3,TIDAK SEHAT
