tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2020-04-28,DKI1 (Bunderan HI),49,2,7,45,13,49,PM10,BAIK
2020-04-29,DKI1 (Bunderan HI),53,4,6,52,11,53,PM10,SEDANG
2020-04-30,DKI1 (Bunderan HI),61,5,6,33,14,61,PM10,SEDANG
2020-04-01,DKI2 (Kelapa Gading),43,12,14,90,5,90,O3,SEDANG
2020-04-02,DKI2 (Kelapa Gading),34,9,5,57,2,57,O3,SEDANG
2020-04-03,DKI2 (Kelapa Gading),32,10,7,62,2,62,O3,SEDANG
2020-04-04,DKI2 (Kelapa Gading),48,13,11,83,3,83,O3,SEDANG
2020-04-05,DKI2 (Kelapa Gading),56,12,9,82,2,82,O3,SEDANG
2020-04-06,DKI2 (Kelapa Gading),48,9,11,55,3,55,O3,SEDANG
2020-04-07,DKI2 (Kelapa Gading),35,9,14,47,3,47,O3,BAIK
2020-04-08,DKI2 (Kelapa Gading),28,9,5,55,2,55,O3,SEDANG
2020-04-09,DKI2 (Kelapa Gading),56,4,10,44,10,56,PM10,SEDANG
2020-04-10,DKI2 (Kelapa Gading),53,4,11,86,12,86,O3,SEDANG
2020-04-11,DKI2 (Kelapa Gading),53,7,9,124,4,124,O3,TIDAK SEHAT
2020-04-12,DKI2 (Kelapa Gading),64,4,19,95,---,95,O3,SEDANG
2020-04-13,DKI2 (Kelapa Gading),42,---,6,63,---,63,O3,SEDANG
2020-04-14,DKI2 (Kelapa Gading),47,1,8,68,10,68,O3,SEDANG
2020-04-15,DKI2 (Kelapa Gading),48,3,10,52,7,52,O3,SEDANG
2020-04-16,DKI2 (Kelapa Gading),52,7,12,52,13,52,PM10,SEDANG
2020-04-17,DKI2 (Kelapa Gading),54,8,14,68,11,68,O3,SEDANG
2020-04-18,DKI2 (Kelapa Gading),45,9,11,91,9,91,O3,SEDANG
2020-04-19,DKI2 (Kelapa Gading),66,6,15,97,7,97,O3,SEDANG
2020-04-20,DKI2 (Kelapa Gading),64,3,9,76,7,76,O3,SEDANG
2020-04-21,DKI2 (Kelapa Gading),58,7,11,57,7,58,PM10,SEDANG
2020-04-22,DKI2 (Kelapa Gading),77,8,17,53,9,77,PM10,SEDANG
2020-04-23,DKI2 (Kelapa Gading),53,21,7,51,7,53,PM10,SEDANG
2020-04-24,DKI2 (Kelapa Gading),56,16,7,47,7,56,PM10,SEDANG
2020-04-25,DKI2 (Kelapa Gading),58,26,17,51,9,58,PM10,SEDANG
2020-04-26,DKI2 (Kelapa Gading),62,25,12,55,4,62,PM10,SEDANG
2020-04-27,DKI2 (Kelapa Gading),43,18,9,84,4,84,O3,SEDANG
2020-04-28,DKI2 (Kelapa Gading),53,16,13,72,7,72,O3,SEDANG
2020-04-29,DKI2 (Kelapa Gading),61,25,14,64,8,64,O3,SEDANG
2020-04-30,DKI2 (Kelapa Gading),64,21,23,49,9,64,PM10,SEDANG
2020-04-01,DKI3 (Jagakarsa),51,18,35,62,7,62,O3,SEDANG
2020-04-02,DKI3 (Jagakarsa),55,19,22,44,6,55,PM10,SEDANG
2020-04-03,DKI3 (Jagakarsa),54,17,22,35,3,54,PM10,SEDANG
2020-04-04,DKI3 (Jagakarsa),59,19,25,65,7,65,O3,SEDANG
2020-04-05,DKI3 (Jagakarsa),51,19,19,81,3,81,O3,SEDANG
2020-04-06,DKI3 (Jagakarsa),52,17,29,33,6,52,PM10,SEDANG
2020-04-07,DKI3 (Jagakarsa),40,17,23,24,4,40,PM10,BAIK
2020-04-08,DKI3 (Jagakarsa),26,18,13,40,3,40,O3,BAIK
2020-04-09,DKI3 (Jagakarsa),50,17,19,53,6,53,O3,SEDANG
2020-04-10,DKI3 (Jagakarsa),53,17,26,72,8,72,O3,SEDANG
2020-04-11,DKI3 (Jagakarsa),45,18,18,64,4,64,O3,SEDANG
2020-04-12,DKI3 (Jagakarsa),60,17,31,71,4,71,O3,SEDANG
2020-04-13,DKI3 (Jagakarsa),48,17,17,67,5,67,O3,SEDANG
2020-04-14,DKI3 (Jagakarsa),40,17,22,73,6,73,O3,SEDANG
2020-04-15,DKI3 (Jagakarsa),39,19,19,65,6,65,O3,SEDANG
2020-04-16,DKI3 (Jagakarsa),37,18,17,55,5,55,O3,SEDANG
2020-04-17,DKI3 (Jagakarsa),51,17,19,92,5,92,O3,SEDANG
2020-04-18,DKI3 (Jagakarsa),36,18,15,66,4,66,O3,SEDANG
2020-04-19,DKI3 (Jagakarsa),56,19,20,85,8,85,O3,SEDANG
2020-04-20,DKI3 (Jagakarsa),62,18,20,89,9,89,O3,SEDANG
2020-04-21,DKI3 (Jagakarsa),50,19,17,53,7,53,O3,SEDANG
2020-04-22,DKI3 (Jagakarsa),58,19,26,75,8,75,O3,SEDANG
2020-04-23,DKI3 (Jagakarsa),51,17,17,60,5,60,O3,SEDANG
2020-04-24,DKI3 (Jagakarsa),39,18,22,40,6,40,O3,BAIK
2020-04-25,DKI3 (Jagakarsa),46,19,29,55,5,55,O3,SEDANG
2020-04-26,DKI3 (Jagakarsa),62,18,23,71,5,71,O3,SEDANG
2020-04-27,DKI3 (Jagakarsa),38,18,18,53,3,53,O3,SEDANG
2020-04-28,DKI3 (Jagakarsa),38,19,22,79,5,79,O3,SEDANG
2020-04-29,DKI3 (Jagakarsa),45,18,19,70,7,70,O3,SEDANG
2020-04-30,DKI3 (Jagakarsa),65,19,37,77,10,77,O3,SEDANG
2020-04-01,DKI4 (Lubang Buaya),42,25,11,90,8,90,O3,SEDANG
2020-04-02,DKI4 (Lubang Buaya),51,25,10,36,6,51,PM10,SEDANG
2020-04-03,DKI4 (Lubang Buaya),55,27,14,48,6,55,PM10,SEDANG
2020-04-04,DKI4 (Lubang Buaya),66,28,22,63,7,66,PM10,SEDANG
2020-04-05,DKI4 (Lubang Buaya),66,28,14,83,8,83,O3,SEDANG
2020-04-06,DKI4 (Lubang Buaya),56,26,18,60,8,60,O3,SEDANG
2020-04-07,DKI4 (Lubang Buaya),42,25,17,28,9,42,PM10,BAIK
2020-04-08,DKI4 (Lubang Buaya),33,26,10,58,7,58,O3,SEDANG
2020-04-09,DKI4 (Lubang Buaya),59,28,13,57,8,59,PM10,SEDANG
2020-04-10,DKI4 (Lubang Buaya),65,27,19,107,8,107,O3,TIDAK SEHAT
2020-04-11,DKI4 (Lubang Buaya),109,27,13,87,5,109,PM10,TIDAK SEHAT
2020-04-12,DKI4 (Lubang Buaya),82,27,24,89,10,89,O3,SEDANG
2020-04-13,DKI4 (Lubang Buaya),52,26,13,64,7,64,O3,SEDANG
2020-04-14,DKI4 (Lubang Buaya),54,28,13,61,9,61,O3,SEDANG
2020-04-15,DKI4 (Lubang Buaya),57,27,15,72,9,72,O3,SEDANG
2020-04-16,DKI4 (Lubang Buaya),60,27,16,66,8,66,O3,SEDANG
2020-04-17,DKI4 (Lubang Buaya),60,27,19,75,8,75,O3,SEDANG
2020-04-18,DKI4 (Lubang Buaya),52,28,12,82,6,82,O3,SEDANG
2020-04-19,DKI4 (Lubang Buaya),73,29,17,86,10,86,O3,SEDANG
2020-04-20,DKI4 (Lubang Buaya),78,28,13,73,6,78,PM10,SEDANG
2020-04-21,DKI4 (Lubang Buaya),69,28,14,57,7,69,PM10,SEDANG
2020-04-22,DKI4 (Lubang Buaya),111,31,25,58,10,111,PM10,TIDAK SEHAT
2020-04-23,DKI4 (Lubang Buaya),66,27,13,51,7,66,PM10,SEDANG
2020-04-24,DKI4 (Lubang Buaya),71,27,---,42,---,71,PM10,SEDANG
2020-04-25,DKI4 (Lubang Buaya),64,26,25,53,9,64,PM10,SEDANG
2020-04-26,DKI4 (Lubang Buaya),75,26,---,55,5,75,PM10,SEDANG
2020-04-27,DKI4 (Lubang Buaya),51,25,---,76,4,76,O3,SEDANG
2020-04-28,DKI4 (Lubang Buaya),59,20,14,60,9,60,O3,SEDANG
2020-04-29,DKI4 (Lubang Buaya),67,22,---,52,7,67,PM10,SEDANG
2020-04-30,DKI4 (Lubang Buaya),80,22,26,44,9,80,PM10,SEDANG
2020-04-01,DKI5 (Kebon Jeruk) Jakarta Barat,38,7,17,129,5,129,O3,TIDAK SEHAT
2020-04-02,DKI5 (Kebon Jeruk) Jakarta Barat,34,7,7,49,6,49,O3,BAIK
2020-04-03,DKI5 (Kebon Jeruk) Jakarta Barat,34,8,6,46,3,46,O3,BAIK
2020-04-04,DKI5 (Kebon Jeruk) Jakarta Barat,52,15,9,62,4,62,O3,SEDANG
2020-04-05,DKI5 (Kebon Jeruk) Jakarta Barat,49,---,8,103,6,103,O3,TIDAK SEHAT
2020-04-06,DKI5 (Kebon Jeruk) Jakarta Barat,50,---,10,73,5,73,O3,SEDANG
2020-04-07,DKI5 (Kebon Jeruk) Jakarta Barat,25,---,11,56,7,56,O3,SEDANG
2020-04-08,DKI5 (Kebon Jeruk) Jakarta Barat,20,---,5,69,3,69,O3,SEDANG
2020-04-09,DKI5 (Kebon Jeruk) Jakarta Barat,51,---,12,73,6,73,O3,SEDANG
2020-04-10,DKI5 (Kebon Jeruk) Jakarta Barat,60,---,15,132,8,132,O3,TIDAK SEHAT
2020-04-11,DKI5 (Kebon Jeruk) Jakarta Barat,41,---,8,135,4,135,O3,TIDAK SEHAT
2020-04-12,DKI5 (Kebon Jeruk) Jakarta Barat,68,---,19,136,9,136,O3,TIDAK SEHAT
2020-04-13,DKI5 (Kebon Jeruk) Jakarta Barat,36,---,7,86,5,86,O3,SEDANG
2020-04-14,DKI5 (Kebon Jeruk) Jakarta Barat,40,---,11,109,8,109,O3,TIDAK SEHAT
2020-04-15,DKI5 (Kebon Jeruk) Jakarta Barat,42,---,8,109,5,109,O3,TIDAK SEHAT
2020-04-16,DKI5 (Kebon Jeruk) Jakarta Barat,42,---,10,87,6,87,O3,SEDANG
2020-04-17,DKI5 (Kebon Jeruk) Jakarta Barat,45,8,18,73,6,73,O3,SEDANG
2020-04-18,DKI5 (Kebon Jeruk) Jakarta Barat,53,11,12,100,10,100,O3,SEDANG
2020-04-19,DKI5 (Kebon Jeruk) Jakarta Barat,62,10,15,147,14,147,O3,TIDAK SEHAT
2020-04-20,DKI5 (Kebon Jeruk) Jakarta Barat,51,5,7,116,---,116,O3,TIDAK SEHAT
2020-04-21,DKI5 (Kebon Jeruk) Jakarta Barat,---,7,---,59,8,59,O3,SEDANG
2020-04-22,DKI5 (Kebon Jeruk) Jakarta Barat,68,19,18,67,10,68,PM10,SEDANG
2020-04-23,DKI5 (Kebon Jeruk) Jakarta Barat,43,5,11,88,9,88,O3,SEDANG
2020-04-24,DKI5 (Kebon Jeruk) Jakarta Barat,34,7,5,70,7,70,O3,SEDANG
2020-04-25,DKI5 (Kebon Jeruk) Jakarta Barat,49,7,15,77,8,77,O3,SEDANG
2020-04-26,DKI5 (Kebon Jeruk) Jakarta Barat,61,8,16,101,10,101,O3,TIDAK SEHAT
2020-04-27,DKI5 (Kebon Jeruk) Jakarta Barat,34,6,6,131,8,131,O3,TIDAK SEHAT
2020-04-28,DKI5 (Kebon Jeruk) Jakarta Barat,46,6,14,82,9,82,O3,SEDANG
2020-04-29,DKI5 (Kebon Jeruk) Jakarta Barat,51,8,16,85,10,85,O3,SEDANG
2020-04-30,DKI5 (Kebon Jeruk) Jakarta Barat,69,7,36,76,17,76,O3,SEDANG
