Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
01/03/2020,DKI JAKARTA,2,0,0,2,2,0,0,2
02/03/2020,DKI JAKARTA,2,0,0,2,4,0,0,4
03/03/2020,DKI JAKARTA,2,0,0,2,6,0,0,6
04/03/2020,DKI JAKARTA,2,0,0,2,8,0,0,8
05/03/2020,DKI JAKARTA,0,1,0,-1,8,0,1,7
06/03/2020,DKI JAKARTA,0,0,0,0,8,0,1,7
07/03/2020,DKI JAKARTA,0,2,0,-2,8,0,3,5
08/03/2020,DKI JAKARTA,0,0,0,0,8,0,3,5
09/03/2020,DKI JAKARTA,0,1,0,-1,8,0,4,4
10/03/2020,DKI JAKARTA,0,0,0,0,8,0,4,4
11/03/2020,DKI JAKARTA,0,0,0,0,8,0,4,4
12/03/2020,DKI JAKARTA,0,1,4,-5,8,4,5,-1
13/03/2020,DKI JAKARTA,0,1,3,-4,8,7,6,-5
14/03/2020,DKI JAKARTA,1,1,1,-1,9,8,7,-6
15/03/2020,DKI JAKARTA,6,3,0,3,15,8,10,-3
16/03/2020,DKI JAKARTA,0,3,0,-3,15,8,13,-6
17/03/2020,DKI JAKARTA,1,1,0,0,16,8,14,-6
18/03/2020,DKI JAKARTA,0,1,0,-1,16,8,15,-7
19/03/2020,DKI JAKARTA,1,0,1,0,17,9,15,-7
20/03/2020,DKI JAKARTA,1,3,1,-3,18,10,18,-10
21/03/2020,DKI JAKARTA,0,3,6,-9,18,16,21,-19
22/03/2020,DKI JAKARTA,0,0,3,-3,18,19,21,-22
23/03/2020,DKI JAKARTA,0,0,0,0,18,19,21,-22
24/03/2020,DKI JAKARTA,0,19,3,-22,18,22,40,-44
25/03/2020,DKI JAKARTA,0,1,0,-1,18,22,41,-45
26/03/2020,DKI JAKARTA,56,2,0,54,74,22,43,9
27/03/2020,DKI JAKARTA,68,7,6,55,142,28,50,64
28/03/2020,DKI JAKARTA,41,9,9,23,183,37,59,87
29/03/2020,DKI JAKARTA,49,10,0,39,232,37,69,126
30/03/2020,DKI JAKARTA,31,7,0,24,263,37,76,150
31/03/2020,DKI JAKARTA,42,10,0,32,305,37,86,182
01/04/2020,DKI JAKARTA,59,1,0,58,364,37,87,240
02/04/2020,DKI JAKARTA,69,5,2,62,433,39,92,302
03/04/2020,DKI JAKARTA,70,6,2,62,503,41,98,364
04/04/2020,DKI JAKARTA,55,8,5,42,558,46,106,406
05/04/2020,DKI JAKARTA,85,11,2,72,643,48,117,478
06/04/2020,DKI JAKARTA,98,7,7,84,741,55,124,562
07/04/2020,DKI JAKARTA,110,14,3,93,851,58,138,655
08/04/2020,DKI JAKARTA,86,8,5,73,937,63,146,728
09/04/2020,DKI JAKARTA,226,34,5,187,1163,68,180,915
10/04/2020,DKI JAKARTA,49,11,4,34,1212,72,191,949
11/04/2020,DKI JAKARTA,185,10,7,168,1397,79,201,1117
12/04/2020,DKI JAKARTA,122,33,37,52,1519,116,234,1169
13/04/2020,DKI JAKARTA,134,7,1,126,1653,117,241,1295
14/04/2020,DKI JAKARTA,122,10,0,112,1775,117,251,1407
15/04/2020,DKI JAKARTA,128,9,20,99,1903,137,260,1506
16/04/2020,DKI JAKARTA,174,1,0,173,2077,137,261,1679
17/04/2020,DKI JAKARTA,139,7,35,97,2216,172,268,1776
18/04/2020,DKI JAKARTA,100,7,1,92,2316,173,275,1868
19/04/2020,DKI JAKARTA,98,3,25,70,2414,198,278,1938
20/04/2020,DKI JAKARTA,70,5,7,58,2484,205,283,1996
21/04/2020,DKI JAKARTA,149,2,59,88,2633,264,285,2084
22/04/2020,DKI JAKARTA,108,1,8,99,2741,272,286,2183
23/04/2020,DKI JAKARTA,122,0,4,118,2863,276,286,2301
24/04/2020,DKI JAKARTA,78,0,1,77,2941,277,286,2378
25/04/2020,DKI JAKARTA,78,19,7,52,3019,284,305,2430
26/04/2020,DKI JAKARTA,104,7,1,96,3123,285,312,2526
27/04/2020,DKI JAKARTA,65,13,1,51,3188,286,325,2577
28/04/2020,DKI JAKARTA,124,4,22,98,3312,308,329,2675
29/04/2020,DKI JAKARTA,86,0,75,11,3398,383,329,2686
30/04/2020,DKI JAKARTA,83,0,46,37,3481,429,329,2723
01/05/2020,DKI JAKARTA,135,4,2,129,3616,431,333,2852
02/05/2020,DKI JAKARTA,70,17,24,29,3686,455,350,2881
03/05/2020,DKI JAKARTA,58,5,112,-59,3744,567,355,2822
04/05/2020,DKI JAKARTA,72,8,3,61,3816,570,363,2883
05/05/2020,DKI JAKARTA,131,1,66,64,3947,636,364,2947
06/05/2020,DKI JAKARTA,103,5,37,61,4050,673,369,3008
07/05/2020,DKI JAKARTA,82,8,4,70,4132,677,377,3078
08/05/2020,DKI JAKARTA,96,1,0,95,4228,677,378,3173
09/05/2020,DKI JAKARTA,98,3,5,90,4326,682,381,3263
10/05/2020,DKI JAKARTA,124,6,49,69,4450,731,387,3332
11/05/2020,DKI JAKARTA,80,6,9,65,4530,740,393,3397
12/05/2020,DKI JAKARTA,94,2,108,-16,4624,848,395,3381
13/05/2020,DKI JAKARTA,178,6,96,76,4802,944,401,3457
14/05/2020,DKI JAKARTA,130,2,134,-6,4932,1078,403,3451
15/05/2020,DKI JAKARTA,82,7,106,-31,5014,1184,410,3420
16/05/2020,DKI JAKARTA,100,0,18,82,5114,1202,410,3502
17/05/2020,DKI JAKARTA,127,3,11,113,5241,1213,413,3615
18/05/2020,DKI JAKARTA,79,0,0,79,5320,1213,413,3694
19/05/2020,DKI JAKARTA,93,7,21,65,5413,1234,420,3759
20/05/2020,DKI JAKARTA,84,1,3,80,5497,1237,421,3839
21/05/2020,DKI JAKARTA,69,8,130,-69,5566,1367,429,3770
22/05/2020,DKI JAKARTA,103,29,55,19,5669,1422,458,3789
23/05/2020,DKI JAKARTA,111,1,54,56,5780,1476,459,3845
24/05/2020,DKI JAKARTA,112,0,20,92,5892,1496,459,3937
25/05/2020,DKI JAKARTA,75,0,65,10,5967,1561,459,3947
26/05/2020,DKI JAKARTA,87,0,13,74,6054,1574,459,4021
27/05/2020,DKI JAKARTA,108,8,16,84,6162,1590,467,4105
28/05/2020,DKI JAKARTA,100,0,20,80,6262,1610,467,4185
29/05/2020,DKI JAKARTA,124,0,38,86,6386,1648,467,4271
30/05/2020,DKI JAKARTA,103,7,255,-159,6489,1903,474,4112
31/05/2020,DKI JAKARTA,112,1,70,41,6601,1973,475,4153
01/06/2020,DKI JAKARTA,153,2,185,-34,6754,2158,477,4119
02/06/2020,DKI JAKARTA,59,0,120,-61,6813,2278,477,4058
03/06/2020,DKI JAKARTA,88,5,181,-98,6901,2459,482,3960
04/06/2020,DKI JAKARTA,107,0,21,86,7008,2480,482,4046
05/06/2020,DKI JAKARTA,70,1,138,-69,7078,2618,483,3977
06/06/2020,DKI JAKARTA,113,0,86,27,7191,2704,483,4004
07/06/2020,DKI JAKARTA,164,4,287,-127,7355,2991,487,3877
08/06/2020,DKI JAKARTA,88,0,75,13,7443,3066,487,3890
09/06/2020,DKI JAKARTA,236,4,163,69,7679,3229,491,3959
10/06/2020,DKI JAKARTA,166,2,141,23,7845,3370,493,3982
11/06/2020,DKI JAKARTA,131,1,147,-17,7976,3517,494,3965
12/06/2020,DKI JAKARTA,91,4,118,-31,8067,3635,498,3934
13/06/2020,DKI JAKARTA,121,8,58,55,8188,3693,506,3989
14/06/2020,DKI JAKARTA,118,9,246,-137,8306,3939,515,3852
15/06/2020,DKI JAKARTA,141,2,111,28,8447,4050,517,3880
16/06/2020,DKI JAKARTA,96,0,132,-36,8543,4182,517,3844
17/06/2020,DKI JAKARTA,122,5,115,2,8665,4297,522,3846
18/06/2020,DKI JAKARTA,170,30,130,10,8835,4427,552,3856
19/06/2020,DKI JAKARTA,132,1,126,5,8967,4553,553,3861
20/06/2020,DKI JAKARTA,189,8,123,58,9156,4676,561,3919
21/06/2020,DKI JAKARTA,141,1,234,-94,9297,4910,562,3825
22/06/2020,DKI JAKARTA,123,0,75,48,9420,4985,562,3873
23/06/2020,DKI JAKARTA,160,8,109,43,9580,5094,570,3916
24/06/2020,DKI JAKARTA,152,8,97,47,9732,5191,578,3963
25/06/2020,DKI JAKARTA,181,9,220,-48,9913,5411,587,3915
26/06/2020,DKI JAKARTA,197,4,0,193,10110,5411,591,4108
27/06/2020,DKI JAKARTA,192,8,68,116,10302,5479,599,4224
28/06/2020,DKI JAKARTA,132,1,255,-124,10434,5734,600,4100
29/06/2020,DKI JAKARTA,122,0,252,-130,10556,5986,600,3970
30/06/2020,DKI JAKARTA,182,8,394,-220,10738,6380,608,3750
01/07/2020,DKI JAKARTA,215,0,168,47,10953,6548,608,3797
02/07/2020,DKI JAKARTA,200,6,192,2,11153,6740,614,3799
03/07/2020,DKI JAKARTA,137,5,240,-108,11290,6980,619,3691
04/07/2020,DKI JAKARTA,218,0,268,-50,11508,7248,619,3641
05/07/2020,DKI JAKARTA,255,5,286,-36,11763,7534,624,3605
06/07/2020,DKI JAKARTA,221,0,374,-153,11984,7908,624,3452
07/07/2020,DKI JAKARTA,193,12,242,-61,12177,8150,636,3391
08/07/2020,DKI JAKARTA,350,6,147,197,12527,8297,642,3588
09/07/2020,DKI JAKARTA,277,6,223,48,12804,8520,648,3636
10/07/2020,DKI JAKARTA,252,0,180,72,13056,8700,648,3708
11/07/2020,DKI JAKARTA,383,10,215,158,13439,8915,658,3866
12/07/2020,DKI JAKARTA,389,10,159,220,13828,9074,668,4086
13/07/2020,DKI JAKARTA,281,7,208,66,14109,9282,675,4152
14/07/2020,DKI JAKARTA,266,4,120,142,14375,9402,679,4294
15/07/2020,DKI JAKARTA,251,5,197,49,14626,9599,684,4343
16/07/2020,DKI JAKARTA,309,8,135,166,14935,9734,692,4509
17/07/2020,DKI JAKARTA,257,6,139,112,15192,9873,698,4621
18/07/2020,DKI JAKARTA,339,8,121,210,15531,9994,706,4831
19/07/2020,DKI JAKARTA,319,9,327,-17,15850,10321,715,4814
20/07/2020,DKI JAKARTA,381,9,155,217,16231,10476,724,5031
21/07/2020,DKI JAKARTA,432,8,266,158,16663,10742,732,5189
22/07/2020,DKI JAKARTA,387,5,367,15,17050,11109,737,5204
23/07/2020,DKI JAKARTA,462,2,168,292,17512,11277,739,5496
24/07/2020,DKI JAKARTA,293,4,270,19,17805,11547,743,5515
25/07/2020,DKI JAKARTA,369,0,175,194,18174,11722,743,5709
26/07/2020,DKI JAKARTA,384,4,161,219,18558,11883,747,5928
27/07/2020,DKI JAKARTA,501,10,112,379,19059,11995,757,6307
28/07/2020,DKI JAKARTA,409,16,374,19,19468,12369,773,6326
29/07/2020,DKI JAKARTA,617,14,250,353,20085,12619,787,6679
30/07/2020,DKI JAKARTA,397,19,188,190,20482,12807,806,6869
31/07/2020,DKI JAKARTA,430,14,405,11,20912,13212,820,6880
01/08/2020,DKI JAKARTA,368,12,680,-324,21280,13892,832,6556
02/08/2020,DKI JAKARTA,377,0,141,236,21657,14033,832,6792
03/08/2020,DKI JAKARTA,472,16,134,322,22129,14167,848,7114
04/08/2020,DKI JAKARTA,410,14,224,172,22539,14391,862,7286
05/08/2020,DKI JAKARTA,354,14,379,-39,22893,14770,876,7247
06/08/2020,DKI JAKARTA,556,13,248,295,23449,15018,889,7542
07/08/2020,DKI JAKARTA,665,12,196,457,24114,15214,901,7999
08/08/2020,DKI JAKARTA,686,11,509,166,24800,15723,912,8165
09/08/2020,DKI JAKARTA,440,6,560,-126,25240,16283,918,8039
10/08/2020,DKI JAKARTA,433,2,179,252,25673,16462,920,8291
11/08/2020,DKI JAKARTA,462,12,184,266,26135,16646,932,8557
12/08/2020,DKI JAKARTA,529,15,822,-308,26664,17468,947,8249
13/08/2020,DKI JAKARTA,608,11,400,197,27272,17868,958,8446
14/08/2020,DKI JAKARTA,538,4,694,-160,27810,18562,962,8286
15/08/2020,DKI JAKARTA,583,6,527,50,28393,19089,968,8336
16/08/2020,DKI JAKARTA,518,1,654,-137,28911,19743,969,8199
17/08/2020,DKI JAKARTA,552,14,209,329,29463,19952,983,8528
18/08/2020,DKI JAKARTA,513,19,589,-95,29976,20541,1002,8433
19/08/2020,DKI JAKARTA,551,18,570,-37,30527,21111,1020,8396
20/08/2020,DKI JAKARTA,594,16,729,-151,31121,21840,1036,8245
21/08/2020,DKI JAKARTA,657,16,435,206,31778,22275,1052,8451
22/08/2020,DKI JAKARTA,588,17,653,-82,32366,22928,1069,8369
23/08/2020,DKI JAKARTA,614,17,693,-96,32980,23621,1086,8273
24/08/2020,DKI JAKARTA,633,16,1901,-1284,33613,25522,1102,6989
25/08/2020,DKI JAKARTA,638,15,526,97,34251,26048,1117,7086
26/08/2020,DKI JAKARTA,713,7,764,-58,34964,26812,1124,7028
27/08/2020,DKI JAKARTA,760,11,1539,-790,35724,28351,1135,6238
28/08/2020,DKI JAKARTA,869,10,880,-21,36593,29231,1145,6217
29/08/2020,DKI JAKARTA,861,18,600,243,37454,29831,1163,6460
30/08/2020,DKI JAKARTA,1094,9,368,717,38548,30199,1172,7177
31/08/2020,DKI JAKARTA,1049,14,402,633,39597,30601,1186,7810
01/09/2020,DKI JAKARTA,901,17,737,147,40498,31338,1203,7957
02/09/2020,DKI JAKARTA,1054,17,479,558,41552,31817,1220,8515
03/09/2020,DKI JAKARTA,1359,15,702,642,42911,32519,1235,9157
04/09/2020,DKI JAKARTA,880,6,823,51,43791,33342,1241,9208
05/09/2020,DKI JAKARTA,877,14,731,132,44668,34073,1255,9340
06/09/2020,DKI JAKARTA,1176,10,805,361,45844,34878,1265,9701
07/09/2020,DKI JAKARTA,1046,22,662,362,46890,35540,1287,10063
08/09/2020,DKI JAKARTA,1014,21,931,62,47904,36471,1308,10125
09/09/2020,DKI JAKARTA,1004,17,844,143,48908,37315,1325,10268
10/09/2020,DKI JAKARTA,1274,17,1008,249,50182,38323,1342,10517
11/09/2020,DKI JAKARTA,964,17,904,43,51146,39227,1359,10560
12/09/2020,DKI JAKARTA,1205,18,665,522,52351,39892,1377,11082
13/09/2020,DKI JAKARTA,1380,5,957,418,53731,40849,1382,11500
14/09/2020,DKI JAKARTA,879,27,1511,-659,54610,42360,1409,10841
15/09/2020,DKI JAKARTA,1076,33,982,61,55686,43342,1442,10902
16/09/2020,DKI JAKARTA,1294,31,1146,117,56980,44488,1473,11019
17/09/2020,DKI JAKARTA,1113,14,748,351,58093,45236,1487,11370
18/09/2020,DKI JAKARTA,1258,22,1036,200,59351,46272,1509,11570
19/09/2020,DKI JAKARTA,988,10,1032,-54,60339,47304,1519,11516
20/09/2020,DKI JAKARTA,1138,14,1069,55,61477,48373,1533,11571
21/09/2020,DKI JAKARTA,1352,29,1294,29,62829,49667,1562,11600
22/09/2020,DKI JAKARTA,1236,30,849,357,64065,50516,1592,11957
23/09/2020,DKI JAKARTA,1135,28,1105,2,65200,51621,1620,11959
24/09/2020,DKI JAKARTA,1044,20,1162,-138,66244,52783,1640,11821
25/09/2020,DKI JAKARTA,1171,13,1626,-468,67415,54409,1653,11353
26/09/2020,DKI JAKARTA,1323,12,764,547,68738,55173,1665,11900
27/09/2020,DKI JAKARTA,1217,13,1294,-90,69955,56467,1678,11810
28/09/2020,DKI JAKARTA,898,9,1331,-442,70853,57798,1687,11368
29/09/2020,DKI JAKARTA,1238,21,1121,96,72091,58919,1708,11464
30/09/2020,DKI JAKARTA,1159,13,1452,-306,73250,60371,1721,11158
01/10/2020,DKI JAKARTA,1253,6,1118,129,74503,61489,1727,11287
02/10/2020,DKI JAKARTA,1198,3,675,520,75701,62164,1730,11807
03/10/2020,DKI JAKARTA,1265,4,1190,71,76966,63354,1734,11878
04/10/2020,DKI JAKARTA,1398,13,1031,354,78364,64385,1747,12232
05/10/2020,DKI JAKARTA,1022,16,980,26,79386,65365,1763,12258
06/10/2020,DKI JAKARTA,1106,31,1016,59,80492,66381,1794,12317
07/10/2020,DKI JAKARTA,1211,15,987,209,81703,67368,1809,12526
08/10/2020,DKI JAKARTA,1182,17,1047,118,82885,68415,1826,12644
09/10/2020,DKI JAKARTA,943,21,849,73,83828,69264,1847,12717
10/10/2020,DKI JAKARTA,1259,16,1284,-41,85087,70548,1863,12676
11/10/2020,DKI JAKARTA,1389,18,1062,309,86476,71610,1881,12985
12/10/2020,DKI JAKARTA,1211,25,1113,73,87687,72723,1906,13058
13/10/2020,DKI JAKARTA,1054,19,1101,-66,88741,73824,1925,12992
14/10/2020,DKI JAKARTA,1038,17,1203,-182,89779,75027,1942,12810
15/10/2020,DKI JAKARTA,1072,20,1050,2,90851,76077,1962,12812
16/10/2020,DKI JAKARTA,1045,24,982,39,91896,77059,1986,12851
17/10/2020,DKI JAKARTA,974,23,1108,-157,92870,78167,2009,12694
18/10/2020,DKI JAKARTA,971,17,1080,-126,93841,79247,2026,12568
19/10/2020,DKI JAKARTA,926,14,1128,-216,94767,80375,2040,12352
20/10/2020,DKI JAKARTA,964,22,837,105,95731,81212,2062,12457
21/10/2020,DKI JAKARTA,1000,21,1073,-94,96731,82285,2083,12363
22/10/2020,DKI JAKARTA,989,16,1157,-184,97720,83442,2099,12179
23/10/2020,DKI JAKARTA,952,21,1093,-162,98672,84535,2120,12017
24/10/2020,DKI JAKARTA,1062,20,1157,-115,99734,85692,2140,11902
25/10/2020,DKI JAKARTA,771,18,1231,-478,100505,86923,2158,11424
26/10/2020,DKI JAKARTA,906,13,1185,-292,101411,88108,2171,11132
27/10/2020,DKI JAKARTA,781,11,1130,-360,102192,89238,2182,10772
28/10/2020,DKI JAKARTA,844,17,1060,-233,103036,90298,2199,10539
29/10/2020,DKI JAKARTA,713,14,1084,-385,103749,91382,2213,10154
30/10/2020,DKI JAKARTA,612,14,1081,-483,104361,92463,2227,9671
31/10/2020,DKI JAKARTA,750,19,1047,-316,105111,93510,2246,9355
01/11/2020,DKI JAKARTA,608,19,1474,-885,105719,94984,2265,8470
02/11/2020,DKI JAKARTA,1024,18,1058,-52,106743,96042,2283,8418
03/11/2020,DKI JAKARTA,617,10,1025,-418,107360,97067,2293,8000
04/11/2020,DKI JAKARTA,768,14,940,-186,108128,98007,2307,7814
05/11/2020,DKI JAKARTA,797,15,974,-192,108925,98981,2322,7622
06/11/2020,DKI JAKARTA,672,18,1028,-374,109597,100009,2340,7248
07/11/2020,DKI JAKARTA,1118,11,987,120,110715,100996,2351,7368
08/11/2020,DKI JAKARTA,826,8,984,-166,111541,101980,2359,7202
09/11/2020,DKI JAKARTA,716,12,1131,-427,112257,103111,2371,6775
10/11/2020,DKI JAKARTA,1013,13,1257,-257,113270,104368,2384,6518
11/11/2020,DKI JAKARTA,587,13,959,-385,113857,105327,2397,6133
12/11/2020,DKI JAKARTA,831,11,1072,-252,114688,106399,2408,5881
13/11/2020,DKI JAKARTA,1033,10,13,1010,115721,106412,2418,6891
14/11/2020,DKI JAKARTA,1255,5,11,1239,116976,106423,2423,8130
15/11/2020,DKI JAKARTA,1165,2,23,1140,118141,106446,2425,9270
16/11/2020,DKI JAKARTA,1006,2,867,137,119147,107313,2427,9407
17/11/2020,DKI JAKARTA,1037,36,825,176,120184,108138,2463,9583
18/11/2020,DKI JAKARTA,1148,11,2193,-1056,121332,110331,2474,8527
19/11/2020,DKI JAKARTA,1185,14,2671,-1500,122517,113002,2488,7027
20/11/2020,DKI JAKARTA,1240,0,570,670,123757,113572,2488,7697
21/11/2020,DKI JAKARTA,1579,15,1085,479,125336,114657,2503,8176
22/11/2020,DKI JAKARTA,1342,16,1070,256,126678,115727,2519,8432
23/11/2020,DKI JAKARTA,1009,3,1052,-46,127687,116779,2522,8386
24/11/2020,DKI JAKARTA,1015,19,1089,-93,128702,117868,2541,8293
25/11/2020,DKI JAKARTA,1273,17,1090,166,129975,118958,2558,8459
26/11/2020,DKI JAKARTA,1064,14,1134,-84,131039,120092,2572,8375
27/11/2020,DKI JAKARTA,1436,15,838,583,132475,120930,2587,8958
28/11/2020,DKI JAKARTA,1370,15,1232,123,133845,122162,2602,9081
29/11/2020,DKI JAKARTA,1431,19,820,592,135276,122982,2621,9673
30/11/2020,DKI JAKARTA,1099,25,910,164,136375,123892,2646,9837
01/12/2020,DKI JAKARTA,1058,23,1042,-7,137433,124934,2669,9830
02/12/2020,DKI JAKARTA,1166,23,1062,81,138599,125996,2692,9911
03/12/2020,DKI JAKARTA,1153,34,1073,46,139752,127069,2726,9957
04/12/2020,DKI JAKARTA,1032,23,928,81,140784,127997,2749,10038
05/12/2020,DKI JAKARTA,1360,23,1031,306,142144,129028,2772,10344
06/12/2020,DKI JAKARTA,1331,23,1040,268,143475,130068,2795,10612
07/12/2020,DKI JAKARTA,1466,24,944,498,144941,131012,2819,11110
08/12/2020,DKI JAKARTA,1194,21,1203,-30,146135,132215,2840,11080
09/12/2020,DKI JAKARTA,1217,18,1073,126,147352,133288,2858,11206
10/12/2020,DKI JAKARTA,1180,18,1046,116,148532,134334,2876,11322
11/12/2020,DKI JAKARTA,1232,4,1096,132,149764,135430,2880,11454
12/12/2020,DKI JAKARTA,951,17,923,11,150715,136353,2897,11465
13/12/2020,DKI JAKARTA,1298,16,1112,170,152013,137465,2913,11635
14/12/2020,DKI JAKARTA,1506,17,1471,18,153519,138936,2930,11653
15/12/2020,DKI JAKARTA,1116,22,1136,-42,154635,140072,2952,11611
16/12/2020,DKI JAKARTA,1221,22,1142,57,155856,141214,2974,11668
17/12/2020,DKI JAKARTA,1690,20,1372,298,157546,142586,2994,11966
18/12/2020,DKI JAKARTA,1587,19,1234,334,159133,143820,3013,12300
19/12/2020,DKI JAKARTA,1899,20,1097,782,161032,144917,3033,13082
20/12/2020,DKI JAKARTA,1592,19,1874,-301,162624,146791,3052,12781
21/12/2020,DKI JAKARTA,1466,15,1368,83,164090,148159,3067,12864
22/12/2020,DKI JAKARTA,1311,14,1374,-77,165401,149533,3081,12787
23/12/2020,DKI JAKARTA,1954,15,1444,495,167355,150977,3096,13282
24/12/2020,DKI JAKARTA,1933,16,1341,576,169288,152318,3112,13858
25/12/2020,DKI JAKARTA,2096,21,1727,348,171384,154045,3133,14206
26/12/2020,DKI JAKARTA,2058,14,2552,-508,173442,156597,3147,13698
27/12/2020,DKI JAKARTA,1997,22,1824,151,175439,158421,3169,13849
28/12/2020,DKI JAKARTA,1678,21,1713,-56,177117,160134,3190,13793
29/12/2020,DKI JAKARTA,2056,18,1002,1036,179173,161136,3208,14829
30/12/2020,DKI JAKARTA,2053,21,1567,465,181226,162703,3229,15294
31/12/2020,DKI JAKARTA,2022,21,1968,33,183248,164671,3250,15327
01/01/2021,DKI JAKARTA,1956,20,1643,293,185204,166314,3270,15620
02/01/2021,DKI JAKARTA,1894,26,2280,-412,187098,168594,3296,15208
03/01/2021,DKI JAKARTA,1658,10,1691,-43,188756,170285,3306,15165
04/01/2021,DKI JAKARTA,1832,21,2527,-716,190588,172812,3327,14449
05/01/2021,DKI JAKARTA,1824,19,1339,466,192412,174151,3346,14915
06/01/2021,DKI JAKARTA,2402,16,1095,1291,194814,175246,3362,16206
07/01/2021,DKI JAKARTA,2398,21,1446,931,197212,176692,3383,17137
08/01/2021,DKI JAKARTA,2959,24,2690,245,200171,179382,3407,17382
09/01/2021,DKI JAKARTA,2753,27,2118,608,202924,181500,3434,17990
10/01/2021,DKI JAKARTA,2711,31,2898,-218,205635,184398,3465,17772
11/01/2021,DKI JAKARTA,2461,31,2510,-80,208096,186908,3496,17692
12/01/2021,DKI JAKARTA,2669,34,1657,978,210765,188565,3530,18670
13/01/2021,DKI JAKARTA,3476,45,2952,479,214241,191517,3575,19149
14/01/2021,DKI JAKARTA,3165,43,2075,1047,217406,193592,3618,20196
15/01/2021,DKI JAKARTA,2541,35,2490,16,219947,196082,3653,20212
16/01/2021,DKI JAKARTA,3536,32,1772,1732,223483,197854,3685,21944
17/01/2021,DKI JAKARTA,3395,33,3776,-414,226878,201630,3718,21530
18/01/2021,DKI JAKARTA,2361,36,2801,-476,229239,204431,3754,21054
19/01/2021,DKI JAKARTA,2563,40,2500,23,231802,206931,3794,21077
20/01/2021,DKI JAKARTA,3786,33,3770,-17,235588,210701,3827,21060
21/01/2021,DKI JAKARTA,3151,30,2570,551,238739,213271,3857,21611
22/01/2021,DKI JAKARTA,3792,41,2169,1582,242531,215440,3898,23193
23/01/2021,DKI JAKARTA,3285,31,3492,-238,245816,218932,3929,22955
24/01/2021,DKI JAKARTA,3512,39,2328,1145,249328,221260,3968,24100
25/01/2021,DKI JAKARTA,2451,43,2504,-96,251779,223764,4011,24004
26/01/2021,DKI JAKARTA,2313,46,2939,-672,254092,226703,4057,23332
27/01/2021,DKI JAKARTA,1836,34,2970,-1168,255928,229673,4091,22164
28/01/2021,DKI JAKARTA,2889,40,2731,118,258817,232404,4131,22282
29/01/2021,DKI JAKARTA,3448,44,2428,976,262265,234832,4175,23258
30/01/2021,DKI JAKARTA,3491,30,3566,-105,265756,238398,4205,23153
31/01/2021,DKI JAKARTA,3474,42,3355,77,269230,241753,4247,23230
01/02/2021,DKI JAKARTA,3614,45,2352,1217,272844,244105,4292,24447
02/02/2021,DKI JAKARTA,3362,44,4577,-1259,276206,248682,4336,23188
03/02/2021,DKI JAKARTA,3567,44,1391,2132,279773,250073,4380,25320
04/02/2021,DKI JAKARTA,3632,40,3963,-371,283405,254036,4420,24949
05/02/2021,DKI JAKARTA,3340,45,2475,820,286745,256511,4465,25769
06/02/2021,DKI JAKARTA,2379,44,4434,-2099,289124,260945,4509,23670
07/02/2021,DKI JAKARTA,4212,45,4305,-138,293336,265250,4554,23532
08/02/2021,DKI JAKARTA,3142,43,3418,-319,296478,268668,4597,23213
09/02/2021,DKI JAKARTA,3437,57,2786,594,299915,271454,4654,23807
10/02/2021,DKI JAKARTA,3308,43,3245,20,303223,274699,4697,23827
11/02/2021,DKI JAKARTA,2513,51,4097,-1635,305736,278796,4748,22192
12/02/2021,DKI JAKARTA,3807,50,5636,-1879,309543,284432,4798,20313
13/02/2021,DKI JAKARTA,3018,53,5010,-2045,312561,289442,4851,18268
14/02/2021,DKI JAKARTA,2497,48,3977,-1528,315058,293419,4899,16740
15/02/2021,DKI JAKARTA,1879,42,2081,-244,316937,295500,4941,16496
16/02/2021,DKI JAKARTA,1861,62,1580,219,318798,297080,5003,16715
17/02/2021,DKI JAKARTA,1446,31,2591,-1176,320244,299671,5034,15539
18/02/2021,DKI JAKARTA,373,35,2717,-2379,320617,302388,5069,13160
19/02/2021,DKI JAKARTA,1920,6,2759,-845,322537,305147,5075,12315
20/02/2021,DKI JAKARTA,2872,40,2490,342,325409,307637,5115,12657
21/02/2021,DKI JAKARTA,2725,55,2681,-11,328134,310318,5170,12646
22/02/2021,DKI JAKARTA,2466,40,2305,121,330600,312623,5210,12767
23/02/2021,DKI JAKARTA,782,45,2052,-1315,331382,314675,5255,11452
24/02/2021,DKI JAKARTA,782,35,1857,-1110,332164,316532,5290,10342
25/02/2021,DKI JAKARTA,1581,56,2656,-1131,333745,319188,5346,9211
26/02/2021,DKI JAKARTA,1662,42,1864,-244,335407,321052,5388,8967
27/02/2021,DKI JAKARTA,1737,44,1163,530,337144,322215,5432,9497
28/02/2021,DKI JAKARTA,2098,43,891,1164,339242,323106,5475,10661
01/03/2021,DKI JAKARTA,2058,52,3134,-1128,341300,326240,5527,9533
02/03/2021,DKI JAKARTA,577,36,2165,-1624,341877,328405,5563,7909
03/03/2021,DKI JAKARTA,1437,38,2487,-1088,343314,330892,5601,6821
04/03/2021,DKI JAKARTA,2009,46,1751,212,345323,332643,5647,7033
05/03/2021,DKI JAKARTA,1160,45,1290,-175,346483,333933,5692,6858
06/03/2021,DKI JAKARTA,1615,44,1568,3,348098,335501,5736,6861
