Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
10/11/2020,SULAWESI TENGAH,30,1,33,-4,1077,801,43,233
11/11/2020,SULAWESI TENGAH,37,1,10,26,1114,811,44,259
12/11/2020,SULAWESI TENGAH,12,0,23,-11,1126,834,44,248
13/11/2020,SULAWESI TENGAH,22,3,3,16,1148,837,47,264
14/11/2020,SULAWESI TENGAH,8,1,21,-14,1156,858,48,250
15/11/2020,SULAWESI TENGAH,2,0,1,1,1158,859,48,251
16/11/2020,SULAWESI TENGAH,74,2,13,59,1232,872,50,310
17/11/2020,SULAWESI TENGAH,33,1,15,17,1265,887,51,327
18/11/2020,SULAWESI TENGAH,73,1,6,66,1338,893,52,393
19/11/2020,SULAWESI TENGAH,52,2,15,35,1390,908,54,428
20/11/2020,SULAWESI TENGAH,4,0,23,-19,1394,931,54,409
21/11/2020,SULAWESI TENGAH,59,4,4,51,1453,935,58,460
22/11/2020,SULAWESI TENGAH,61,1,20,40,1514,955,59,500
23/11/2020,SULAWESI TENGAH,37,3,3,31,1551,958,62,531
24/11/2020,SULAWESI TENGAH,81,0,11,70,1632,969,62,601
25/11/2020,SULAWESI TENGAH,55,4,12,39,1687,981,66,640
26/11/2020,SULAWESI TENGAH,13,2,35,-24,1700,1016,68,616
27/11/2020,SULAWESI TENGAH,39,2,35,2,1739,1051,70,618
28/11/2020,SULAWESI TENGAH,30,1,11,18,1769,1062,71,636
29/11/2020,SULAWESI TENGAH,31,1,9,21,1800,1071,72,657
30/11/2020,SULAWESI TENGAH,60,0,17,43,1860,1088,72,700
01/12/2020,SULAWESI TENGAH,12,0,38,-26,1872,1126,72,674
02/12/2020,SULAWESI TENGAH,31,1,55,-25,1903,1181,73,649
03/12/2020,SULAWESI TENGAH,72,4,24,44,1975,1205,77,693
04/12/2020,SULAWESI TENGAH,55,0,46,9,2030,1251,77,702
05/12/2020,SULAWESI TENGAH,57,0,20,37,2087,1271,77,739
06/12/2020,SULAWESI TENGAH,54,1,62,-9,2141,1333,78,730
07/12/2020,SULAWESI TENGAH,56,0,15,41,2197,1348,78,771
08/12/2020,SULAWESI TENGAH,41,1,34,6,2238,1382,79,777
09/12/2020,SULAWESI TENGAH,61,1,15,45,2299,1397,80,822
10/12/2020,SULAWESI TENGAH,9,2,11,-4,2308,1408,82,818
11/12/2020,SULAWESI TENGAH,65,3,45,17,2373,1453,85,835
12/12/2020,SULAWESI TENGAH,44,1,23,20,2417,1476,86,855
13/12/2020,SULAWESI TENGAH,11,0,20,-9,2428,1496,86,846
14/12/2020,SULAWESI TENGAH,46,0,35,11,2474,1531,86,857
15/12/2020,SULAWESI TENGAH,39,2,24,13,2513,1555,88,870
16/12/2020,SULAWESI TENGAH,57,1,19,37,2570,1574,89,907
17/12/2020,SULAWESI TENGAH,39,2,11,26,2609,1585,91,933
18/12/2020,SULAWESI TENGAH,53,2,23,28,2662,1608,93,961
19/12/2020,SULAWESI TENGAH,38,0,3,35,2700,1611,93,996
20/12/2020,SULAWESI TENGAH,73,2,30,41,2773,1641,95,1037
21/12/2020,SULAWESI TENGAH,26,1,2,23,2799,1643,96,1060
22/12/2020,SULAWESI TENGAH,33,1,5,27,2832,1648,97,1087
23/12/2020,SULAWESI TENGAH,54,1,38,15,2886,1686,98,1102
24/12/2020,SULAWESI TENGAH,45,3,17,25,2931,1703,101,1127
25/12/2020,SULAWESI TENGAH,39,1,19,19,2970,1722,102,1146
26/12/2020,SULAWESI TENGAH,42,1,14,27,3012,1736,103,1173
27/12/2020,SULAWESI TENGAH,54,1,10,43,3066,1746,104,1216
28/12/2020,SULAWESI TENGAH,41,2,16,23,3107,1762,106,1239
29/12/2020,SULAWESI TENGAH,81,0,45,36,3188,1807,106,1275
30/12/2020,SULAWESI TENGAH,169,0,13,156,3357,1820,106,1431
31/12/2020,SULAWESI TENGAH,195,0,45,150,3552,1865,106,1581
01/01/2021,SULAWESI TENGAH,65,2,104,-41,3617,1969,108,1540
02/01/2021,SULAWESI TENGAH,66,1,31,34,3683,2000,109,1574
03/01/2021,SULAWESI TENGAH,67,3,33,31,3750,2033,112,1605
04/01/2021,SULAWESI TENGAH,52,3,77,-28,3802,2110,115,1577
05/01/2021,SULAWESI TENGAH,94,3,52,39,3896,2162,118,1616
06/01/2021,SULAWESI TENGAH,162,0,150,12,4058,2312,118,1628
07/01/2021,SULAWESI TENGAH,157,1,20,136,4215,2332,119,1764
08/01/2021,SULAWESI TENGAH,158,1,70,87,4373,2402,120,1851
09/01/2021,SULAWESI TENGAH,131,4,73,54,4504,2475,124,1905
10/01/2021,SULAWESI TENGAH,145,0,40,105,4649,2515,124,2010
11/01/2021,SULAWESI TENGAH,116,6,95,15,4765,2610,130,2025
12/01/2021,SULAWESI TENGAH,252,9,102,141,5017,2712,139,2166
13/01/2021,SULAWESI TENGAH,113,0,90,23,5130,2802,139,2189
14/01/2021,SULAWESI TENGAH,107,4,107,-4,5237,2909,143,2185
15/01/2021,SULAWESI TENGAH,248,1,121,126,5485,3030,144,2311
16/01/2021,SULAWESI TENGAH,87,0,107,-20,5572,3137,144,2291
17/01/2021,SULAWESI TENGAH,63,4,112,-53,5635,3249,148,2238
18/01/2021,SULAWESI TENGAH,30,3,144,-117,5665,3393,151,2121
19/01/2021,SULAWESI TENGAH,134,1,183,-50,5799,3576,152,2071
20/01/2021,SULAWESI TENGAH,132,2,128,2,5931,3704,154,2073
21/01/2021,SULAWESI TENGAH,80,2,50,28,6011,3754,156,2101
22/01/2021,SULAWESI TENGAH,200,8,204,-12,6211,3958,164,2089
23/01/2021,SULAWESI TENGAH,200,2,112,86,6411,4070,166,2175
24/01/2021,SULAWESI TENGAH,203,2,104,97,6614,4174,168,2272
25/01/2021,SULAWESI TENGAH,108,0,155,-47,6722,4329,168,2225
26/01/2021,SULAWESI TENGAH,156,3,104,49,6878,4433,171,2274
27/01/2021,SULAWESI TENGAH,165,2,51,112,7043,4484,173,2386
28/01/2021,SULAWESI TENGAH,233,3,144,86,7276,4628,176,2472
29/01/2021,SULAWESI TENGAH,116,1,175,-60,7392,4803,177,2412
30/01/2021,SULAWESI TENGAH,271,6,132,133,7663,4935,183,2545
31/01/2021,SULAWESI TENGAH,130,1,121,8,7793,5056,184,2553
01/02/2021,SULAWESI TENGAH,64,10,134,-80,7857,5190,194,2473
02/02/2021,SULAWESI TENGAH,275,5,110,160,8132,5300,199,2633
03/02/2021,SULAWESI TENGAH,155,2,163,-10,8287,5463,201,2623
04/02/2021,SULAWESI TENGAH,207,5,204,-2,8494,5667,206,2621
05/02/2021,SULAWESI TENGAH,173,1,53,119,8667,5720,207,2740
06/02/2021,SULAWESI TENGAH,184,2,24,158,8851,5744,209,2898
07/02/2021,SULAWESI TENGAH,37,1,118,-82,8888,5862,210,2816
08/02/2021,SULAWESI TENGAH,32,1,173,-142,8920,6035,211,2674
09/02/2021,SULAWESI TENGAH,76,0,57,19,8996,6092,211,2693
10/02/2021,SULAWESI TENGAH,63,4,232,-173,9059,6324,215,2520
11/02/2021,SULAWESI TENGAH,38,6,83,-51,9097,6407,221,2469
12/02/2021,SULAWESI TENGAH,35,1,37,-3,9132,6444,222,2466
13/02/2021,SULAWESI TENGAH,77,5,142,-70,9209,6586,227,2396
14/02/2021,SULAWESI TENGAH,57,3,107,-53,9266,6693,230,2343
15/02/2021,SULAWESI TENGAH,49,2,47,0,9315,6740,232,2343
16/02/2021,SULAWESI TENGAH,31,0,16,15,9346,6756,232,2358
17/02/2021,SULAWESI TENGAH,44,0,38,6,9390,6794,232,2364
18/02/2021,SULAWESI TENGAH,93,5,132,-44,9483,6926,237,2320
19/02/2021,SULAWESI TENGAH,46,5,159,-118,9529,7085,242,2202
20/02/2021,SULAWESI TENGAH,45,0,432,-387,9574,7517,242,1815
21/02/2021,SULAWESI TENGAH,23,3,71,-51,9597,7588,245,1764
22/02/2021,SULAWESI TENGAH,62,1,146,-85,9659,7734,246,1679
23/02/2021,SULAWESI TENGAH,90,2,171,-83,9749,7905,248,1596
24/02/2021,SULAWESI TENGAH,65,1,42,22,9814,7947,249,1618
25/02/2021,SULAWESI TENGAH,67,1,181,-115,9881,8128,250,1503
26/02/2021,SULAWESI TENGAH,85,4,31,50,9966,8159,254,1553
27/02/2021,SULAWESI TENGAH,47,3,63,-19,10013,8222,257,1534
28/02/2021,SULAWESI TENGAH,12,2,5,5,10025,8227,259,1539
01/03/2021,SULAWESI TENGAH,74,0,34,40,10099,8261,259,1579
02/03/2021,SULAWESI TENGAH,34,1,75,-42,10133,8336,260,1537
03/03/2021,SULAWESI TENGAH,66,1,88,-23,10199,8424,261,1514
04/03/2021,SULAWESI TENGAH,77,1,53,23,10276,8477,262,1537
05/03/2021,SULAWESI TENGAH,13,1,10,2,10289,8487,263,1539
06/03/2021,SULAWESI TENGAH,34,0,4,30,10323,8491,263,1569
07/03/2021,SULAWESI TENGAH,38,1,16,21,10361,8507,264,1590
08/03/2021,SULAWESI TENGAH,26,0,136,-110,10387,8643,264,1480
09/03/2021,SULAWESI TENGAH,55,0,122,-67,10442,8765,264,1413
10/03/2021,SULAWESI TENGAH,39,2,65,-28,10481,8830,266,1385
11/03/2021,SULAWESI TENGAH,33,0,62,-29,10514,8892,266,1356
12/03/2021,SULAWESI TENGAH,47,1,31,15,10561,8923,267,1371
13/03/2021,SULAWESI TENGAH,12,0,26,-14,10573,8949,267,1357
14/03/2021,SULAWESI TENGAH,40,0,30,10,10613,8979,267,1367
15/03/2021,SULAWESI TENGAH,30,2,45,-17,10643,9024,269,1350
16/03/2021,SULAWESI TENGAH,24,2,38,-16,10667,9062,271,1334
17/03/2021,SULAWESI TENGAH,25,1,24,0,10692,9086,272,1334
18/03/2021,SULAWESI TENGAH,24,1,44,-21,10716,9130,273,1313
19/03/2021,SULAWESI TENGAH,55,1,50,4,10771,9180,274,1317
02/03/2020,RIAU,1,0,0,1,1,0,0,1
03/03/2020,RIAU,0,0,0,0,1,0,0,1
04/03/2020,RIAU,0,0,0,0,1,0,0,1
05/03/2020,RIAU,0,0,0,0,1,0,0,1
06/03/2020,RIAU,0,0,0,0,1,0,0,1
07/03/2020,RIAU,0,0,0,0,1,0,0,1
08/03/2020,RIAU,0,0,0,0,1,0,0,1
09/03/2020,RIAU,0,0,0,0,1,0,0,1
10/03/2020,RIAU,0,0,0,0,1,0,0,1
11/03/2020,RIAU,0,0,0,0,1,0,0,1
12/03/2020,RIAU,0,0,0,0,1,0,0,1
13/03/2020,RIAU,0,0,0,0,1,0,0,1
14/03/2020,RIAU,0,0,0,0,1,0,0,1
15/03/2020,RIAU,0,0,0,0,1,0,0,1
16/03/2020,RIAU,0,0,0,0,1,0,0,1
17/03/2020,RIAU,0,0,0,0,1,0,0,1
18/03/2020,RIAU,0,0,0,0,1,0,0,1
19/03/2020,RIAU,0,0,0,0,1,0,0,1
20/03/2020,RIAU,0,0,0,0,1,0,0,1
21/03/2020,RIAU,0,0,0,0,1,0,0,1
22/03/2020,RIAU,0,0,0,0,1,0,0,1
23/03/2020,RIAU,0,0,0,0,1,0,0,1
24/03/2020,RIAU,0,0,0,0,1,0,0,1
25/03/2020,RIAU,0,0,0,0,1,0,0,1
26/03/2020,RIAU,0,0,0,0,1,0,0,1
27/03/2020,RIAU,0,0,0,0,1,0,0,1
28/03/2020,RIAU,0,0,0,0,1,0,0,1
29/03/2020,RIAU,1,0,0,1,2,0,0,2
30/03/2020,RIAU,1,0,0,1,3,0,0,3
31/03/2020,RIAU,0,0,0,0,3,0,0,3
01/04/2020,RIAU,0,1,0,-1,3,0,1,2
02/04/2020,RIAU,4,0,0,4,7,0,1,6
03/04/2020,RIAU,3,0,0,3,10,0,1,9
04/04/2020,RIAU,0,0,1,-1,10,1,1,8
05/04/2020,RIAU,1,1,0,0,11,1,2,8
06/04/2020,RIAU,1,0,0,1,12,1,2,9
07/04/2020,RIAU,0,0,0,0,12,1,2,9
08/04/2020,RIAU,0,0,0,0,12,1,2,9
09/04/2020,RIAU,1,1,0,0,13,1,3,9
10/04/2020,RIAU,0,0,1,-1,13,2,3,8
11/04/2020,RIAU,3,0,1,2,16,3,3,10
12/04/2020,RIAU,0,0,0,0,16,3,3,10
13/04/2020,RIAU,3,0,0,3,19,3,3,13
14/04/2020,RIAU,0,0,0,0,19,3,3,13
15/04/2020,RIAU,0,2,4,-6,19,7,5,7
16/04/2020,RIAU,5,0,3,2,24,10,5,9
17/04/2020,RIAU,1,0,0,1,25,10,5,10
18/04/2020,RIAU,4,0,0,4,29,10,5,14
19/04/2020,RIAU,0,0,0,0,29,10,5,14
20/04/2020,RIAU,4,1,0,3,33,10,6,17
21/04/2020,RIAU,1,0,0,1,34,10,6,18
22/04/2020,RIAU,0,0,0,0,34,10,6,18
23/04/2020,RIAU,1,0,3,-2,35,13,6,16
24/04/2020,RIAU,0,0,1,-1,35,14,6,15
25/04/2020,RIAU,2,0,1,1,37,15,6,16
26/04/2020,RIAU,1,0,0,1,38,15,6,17
27/04/2020,RIAU,0,0,1,-1,38,16,6,16
28/04/2020,RIAU,1,0,0,1,39,16,6,17
29/04/2020,RIAU,1,0,1,0,40,17,6,17
30/04/2020,RIAU,1,0,7,-6,41,24,6,11
01/05/2020,RIAU,1,0,1,0,42,25,6,11
02/05/2020,RIAU,3,0,2,1,45,27,6,12
03/05/2020,RIAU,8,0,0,8,53,27,6,20
04/05/2020,RIAU,5,0,0,5,58,27,6,25
05/05/2020,RIAU,3,0,1,2,61,28,6,27
06/05/2020,RIAU,0,0,0,0,61,28,6,27
07/05/2020,RIAU,5,0,0,5,66,28,6,32
08/05/2020,RIAU,3,0,11,-8,69,39,6,24
09/05/2020,RIAU,3,0,1,2,72,40,6,26
10/05/2020,RIAU,2,0,7,-5,74,47,6,21
11/05/2020,RIAU,1,0,3,-2,75,50,6,19
12/05/2020,RIAU,7,0,0,7,82,50,6,26
13/05/2020,RIAU,8,0,0,8,90,50,6,34
14/05/2020,RIAU,5,0,0,5,95,50,6,39
15/05/2020,RIAU,1,0,5,-4,96,55,6,35
16/05/2020,RIAU,0,0,7,-7,96,62,6,28
17/05/2020,RIAU,4,0,0,4,100,62,6,32
18/05/2020,RIAU,2,0,2,0,102,64,6,32
19/05/2020,RIAU,5,0,0,5,107,64,6,37
20/05/2020,RIAU,1,0,1,0,108,65,6,37
21/05/2020,RIAU,1,0,3,-2,109,68,6,35
22/05/2020,RIAU,1,0,0,1,110,68,6,36
23/05/2020,RIAU,1,0,0,1,111,68,6,37
24/05/2020,RIAU,1,0,1,0,112,69,6,37
25/05/2020,RIAU,0,0,1,-1,112,70,6,36
26/05/2020,RIAU,0,0,9,-9,112,79,6,27
27/05/2020,RIAU,0,0,0,0,112,79,6,27
28/05/2020,RIAU,0,0,3,-3,112,82,6,24
29/05/2020,RIAU,6,0,4,2,118,86,6,26
30/05/2020,RIAU,0,0,1,-1,118,87,6,25
31/05/2020,RIAU,0,0,3,-3,118,90,6,22
01/06/2020,RIAU,0,0,1,-1,118,91,6,21
02/06/2020,RIAU,0,0,3,-3,118,94,6,18
03/06/2020,RIAU,0,0,4,-4,118,98,6,14
04/06/2020,RIAU,0,0,2,-2,118,100,6,12
05/06/2020,RIAU,0,0,2,-2,118,102,6,10
06/06/2020,RIAU,1,0,0,1,119,102,6,11
07/06/2020,RIAU,0,0,0,0,119,102,6,11
08/06/2020,RIAU,0,0,6,-6,119,108,6,5
09/06/2020,RIAU,2,0,0,2,121,108,6,7
10/06/2020,RIAU,0,0,0,0,121,108,6,7
11/06/2020,RIAU,0,0,1,-1,121,109,6,6
12/06/2020,RIAU,0,0,1,-1,121,110,6,5
13/06/2020,RIAU,5,0,0,5,126,110,6,10
14/06/2020,RIAU,0,0,0,0,126,110,6,10
15/06/2020,RIAU,1,1,2,-2,127,112,7,8
16/06/2020,RIAU,0,0,1,-1,127,113,7,7
17/06/2020,RIAU,2,1,1,0,129,114,8,7
18/06/2020,RIAU,6,0,1,5,135,115,8,12
19/06/2020,RIAU,8,0,0,8,143,115,8,20
20/06/2020,RIAU,0,0,2,-2,143,117,8,18
21/06/2020,RIAU,0,0,0,0,143,117,8,18
22/06/2020,RIAU,24,0,1,23,167,118,8,41
23/06/2020,RIAU,27,1,0,26,194,118,9,67
24/06/2020,RIAU,24,0,3,21,218,121,9,88
25/06/2020,RIAU,3,1,1,1,221,122,10,89
26/06/2020,RIAU,3,0,0,3,224,122,10,92
27/06/2020,RIAU,0,0,0,0,224,122,10,92
28/06/2020,RIAU,1,0,17,-16,225,139,10,76
29/06/2020,RIAU,2,0,27,-25,227,166,10,51
30/06/2020,RIAU,0,0,10,-10,227,176,10,41
01/07/2020,RIAU,1,0,2,-1,228,178,10,40
02/07/2020,RIAU,1,0,10,-9,229,188,10,31
03/07/2020,RIAU,4,0,12,-8,233,200,10,23
04/07/2020,RIAU,1,0,5,-4,234,205,10,19
05/07/2020,RIAU,1,0,3,-2,235,208,10,17
06/07/2020,RIAU,1,1,4,-4,236,212,11,13
07/07/2020,RIAU,1,0,2,-1,237,214,11,12
08/07/2020,RIAU,0,0,1,-1,237,215,11,11
09/07/2020,RIAU,2,0,1,1,239,216,11,12
10/07/2020,RIAU,0,0,1,-1,239,217,11,11
11/07/2020,RIAU,1,0,0,1,240,217,11,12
12/07/2020,RIAU,1,0,1,0,241,218,11,12
13/07/2020,RIAU,3,0,3,0,244,221,11,12
14/07/2020,RIAU,3,0,0,3,247,221,11,15
15/07/2020,RIAU,0,0,1,-1,247,222,11,14
16/07/2020,RIAU,5,0,2,3,252,224,11,17
17/07/2020,RIAU,5,0,0,5,257,224,11,22
18/07/2020,RIAU,5,0,0,5,262,224,11,27
19/07/2020,RIAU,11,0,1,10,273,225,11,37
20/07/2020,RIAU,15,0,5,10,288,230,11,47
21/07/2020,RIAU,23,0,2,21,311,232,11,68
22/07/2020,RIAU,38,0,0,38,349,232,11,106
23/07/2020,RIAU,4,0,2,2,353,234,11,108
24/07/2020,RIAU,13,0,1,12,366,235,11,120
25/07/2020,RIAU,5,0,9,-4,371,244,11,116
26/07/2020,RIAU,11,0,13,-2,382,257,11,114
27/07/2020,RIAU,4,0,9,-5,386,266,11,109
28/07/2020,RIAU,25,1,5,19,411,271,12,128
29/07/2020,RIAU,6,0,16,-10,417,287,12,118
30/07/2020,RIAU,10,0,19,-9,427,306,12,109
31/07/2020,RIAU,18,0,4,14,445,310,12,123
01/08/2020,RIAU,3,0,16,-13,448,326,12,110
02/08/2020,RIAU,10,0,1,9,458,327,12,119
03/08/2020,RIAU,50,1,6,43,508,333,13,162
04/08/2020,RIAU,69,0,12,57,577,345,13,219
05/08/2020,RIAU,28,0,4,24,605,349,13,243
06/08/2020,RIAU,15,0,11,4,620,360,13,247
07/08/2020,RIAU,37,0,9,28,657,369,13,275
08/08/2020,RIAU,50,0,4,46,707,373,13,321
09/08/2020,RIAU,26,1,9,16,733,382,14,337
10/08/2020,RIAU,41,0,24,17,774,406,14,354
11/08/2020,RIAU,17,0,21,-4,791,427,14,350
12/08/2020,RIAU,33,0,10,23,824,437,14,373
13/08/2020,RIAU,68,0,46,22,892,483,14,395
14/08/2020,RIAU,27,0,52,-25,919,535,14,370
15/08/2020,RIAU,41,0,45,-4,960,580,14,366
16/08/2020,RIAU,23,1,20,2,983,600,15,368
17/08/2020,RIAU,34,1,17,16,1017,617,16,384
18/08/2020,RIAU,23,0,23,0,1040,640,16,384
19/08/2020,RIAU,11,0,19,-8,1051,659,16,376
20/08/2020,RIAU,47,1,36,10,1098,695,17,386
21/08/2020,RIAU,34,0,26,8,1132,721,17,394
22/08/2020,RIAU,63,1,29,33,1195,750,18,427
23/08/2020,RIAU,42,1,15,26,1237,765,19,453
24/08/2020,RIAU,42,2,52,-12,1279,817,21,441
25/08/2020,RIAU,39,1,12,26,1318,829,22,467
26/08/2020,RIAU,42,0,23,19,1360,852,22,486
27/08/2020,RIAU,99,3,16,80,1459,868,25,566
28/08/2020,RIAU,66,5,43,18,1525,911,30,584
29/08/2020,RIAU,79,0,24,55,1604,935,30,639
30/08/2020,RIAU,134,0,31,103,1738,966,30,742
31/08/2020,RIAU,108,4,44,60,1846,1010,34,802
01/09/2020,RIAU,81,1,19,61,1927,1029,35,863
02/09/2020,RIAU,107,1,10,96,2034,1039,36,959
03/09/2020,RIAU,107,1,27,79,2141,1066,37,1038
04/09/2020,RIAU,130,5,53,72,2271,1119,42,1110
05/09/2020,RIAU,177,0,106,71,2448,1225,42,1181
06/09/2020,RIAU,141,5,29,107,2589,1254,47,1288
07/09/2020,RIAU,136,2,49,85,2725,1303,49,1373
08/09/2020,RIAU,113,3,42,68,2838,1345,52,1441
09/09/2020,RIAU,141,3,82,56,2979,1427,55,1497
10/09/2020,RIAU,198,3,61,134,3177,1488,58,1631
11/09/2020,RIAU,183,0,70,113,3360,1558,58,1744
12/09/2020,RIAU,232,5,32,195,3592,1590,63,1939
13/09/2020,RIAU,207,8,29,170,3799,1619,71,2109
14/09/2020,RIAU,136,4,91,41,3935,1710,75,2150
15/09/2020,RIAU,166,5,76,85,4101,1786,80,2235
16/09/2020,RIAU,188,4,25,159,4289,1811,84,2394
17/09/2020,RIAU,236,8,37,191,4525,1848,92,2585
18/09/2020,RIAU,228,3,204,21,4753,2052,95,2606
19/09/2020,RIAU,297,2,75,220,5050,2127,97,2826
20/09/2020,RIAU,282,3,80,199,5332,2207,100,3025
21/09/2020,RIAU,160,6,35,119,5492,2242,106,3144
22/09/2020,RIAU,249,0,139,110,5741,2381,106,3254
23/09/2020,RIAU,189,11,329,-151,5930,2710,117,3103
24/09/2020,RIAU,235,9,116,110,6165,2826,126,3213
25/09/2020,RIAU,200,5,181,14,6365,3007,131,3227
26/09/2020,RIAU,260,6,192,62,6625,3199,137,3289
27/09/2020,RIAU,190,6,209,-25,6815,3408,143,3264
28/09/2020,RIAU,236,5,111,120,7051,3519,148,3384
29/09/2020,RIAU,222,4,164,54,7273,3683,152,3438
30/09/2020,RIAU,356,7,250,99,7629,3933,159,3537
01/10/2020,RIAU,259,7,271,-19,7888,4204,166,3518
02/10/2020,RIAU,178,6,155,17,8066,4359,172,3535
03/10/2020,RIAU,175,5,457,-287,8241,4816,177,3248
04/10/2020,RIAU,166,6,218,-58,8407,5034,183,3190
05/10/2020,RIAU,297,8,279,10,8704,5313,191,3200
06/10/2020,RIAU,132,7,182,-57,8836,5495,198,3143
07/10/2020,RIAU,150,2,262,-114,8986,5757,200,3029
08/10/2020,RIAU,246,4,98,144,9232,5855,204,3173
09/10/2020,RIAU,203,6,73,124,9435,5928,210,3297
10/10/2020,RIAU,233,9,153,71,9668,6081,219,3368
11/10/2020,RIAU,307,5,108,194,9975,6189,224,3562
12/10/2020,RIAU,206,2,116,88,10181,6305,226,3650
13/10/2020,RIAU,162,4,113,45,10343,6418,230,3695
14/10/2020,RIAU,295,12,117,166,10638,6535,242,3861
15/10/2020,RIAU,183,6,120,57,10821,6655,248,3918
16/10/2020,RIAU,278,2,109,167,11099,6764,250,4085
17/10/2020,RIAU,256,8,123,125,11355,6887,258,4210
18/10/2020,RIAU,285,4,111,170,11640,6998,262,4380
19/10/2020,RIAU,198,5,505,-312,11838,7503,267,4068
20/10/2020,RIAU,169,2,629,-462,12007,8132,269,3606
21/10/2020,RIAU,315,9,307,-1,12322,8439,278,3605
22/10/2020,RIAU,282,6,172,104,12604,8611,284,3709
23/10/2020,RIAU,275,6,254,15,12879,8865,290,3724
24/10/2020,RIAU,379,9,277,93,13258,9142,299,3817
25/10/2020,RIAU,288,3,541,-256,13546,9683,302,3561
26/10/2020,RIAU,206,4,262,-60,13752,9945,306,3501
27/10/2020,RIAU,247,6,296,-55,13999,10241,312,3446
28/10/2020,RIAU,249,6,265,-22,14248,10506,318,3424
29/10/2020,RIAU,261,6,224,31,14509,10730,324,3455
30/10/2020,RIAU,161,6,247,-92,14670,10977,330,3363
31/10/2020,RIAU,127,5,231,-109,14797,11208,335,3254
01/11/2020,RIAU,25,2,164,-141,14822,11372,337,3113
02/11/2020,RIAU,9,2,156,-149,14831,11528,339,2964
03/11/2020,RIAU,99,2,343,-246,14930,11871,341,2718
04/11/2020,RIAU,168,4,249,-85,15098,12120,345,2633
05/11/2020,RIAU,176,2,318,-144,15274,12438,347,2489
06/11/2020,RIAU,143,7,210,-74,15417,12648,354,2415
07/11/2020,RIAU,165,5,355,-195,15582,13003,359,2220
08/11/2020,RIAU,158,4,161,-7,15740,13164,363,2213
09/11/2020,RIAU,14,2,128,-116,15754,13292,365,2097
10/11/2020,RIAU,152,0,11,141,15906,13303,365,2238
11/11/2020,RIAU,146,10,489,-353,16052,13792,375,1885
12/11/2020,RIAU,116,3,86,27,16168,13878,378,1912
13/11/2020,RIAU,146,3,90,53,16314,13968,381,1965
14/11/2020,RIAU,130,1,51,78,16444,14019,382,2043
15/11/2020,RIAU,163,3,205,-45,16607,14224,385,1998
16/11/2020,RIAU,148,8,124,16,16755,14348,393,2014
17/11/2020,RIAU,268,2,41,225,17023,14389,395,2239
18/11/2020,RIAU,274,2,248,24,17297,14637,397,2263
19/11/2020,RIAU,688,3,995,-310,17985,15632,400,1953
20/11/2020,RIAU,176,5,198,-27,18161,15830,405,1926
21/11/2020,RIAU,308,4,122,182,18469,15952,409,2108
22/11/2020,RIAU,171,5,179,-13,18640,16131,414,2095
23/11/2020,RIAU,113,2,133,-22,18753,16264,416,2073
24/11/2020,RIAU,138,3,116,19,18891,16380,419,2092
25/11/2020,RIAU,236,5,180,51,19127,16560,424,2143
26/11/2020,RIAU,206,4,200,2,19333,16760,428,2145
27/11/2020,RIAU,261,8,199,54,19594,16959,436,2199
28/11/2020,RIAU,170,8,256,-94,19764,17215,444,2105
29/11/2020,RIAU,173,6,194,-27,19937,17409,450,2078
30/11/2020,RIAU,136,6,170,-40,20073,17579,456,2038
01/12/2020,RIAU,163,2,283,-122,20236,17862,458,1916
02/12/2020,RIAU,227,5,175,47,20463,18037,463,1963
03/12/2020,RIAU,179,5,160,14,20642,18197,468,1977
04/12/2020,RIAU,155,2,156,-3,20797,18353,470,1974
05/12/2020,RIAU,114,3,206,-95,20911,18559,473,1879
06/12/2020,RIAU,225,3,191,31,21136,18750,476,1910
07/12/2020,RIAU,164,5,186,-27,21300,18936,481,1883
08/12/2020,RIAU,171,6,143,22,21471,19079,487,1905
09/12/2020,RIAU,235,6,186,43,21706,19265,493,1948
10/12/2020,RIAU,139,5,114,20,21845,19379,498,1968
11/12/2020,RIAU,149,3,180,-34,21994,19559,501,1934
12/12/2020,RIAU,178,4,227,-53,22172,19786,505,1881
13/12/2020,RIAU,181,3,153,25,22353,19939,508,1906
14/12/2020,RIAU,78,3,167,-92,22431,20106,511,1814
15/12/2020,RIAU,177,3,124,50,22608,20230,514,1864
16/12/2020,RIAU,153,4,223,-74,22761,20453,518,1790
17/12/2020,RIAU,288,5,197,86,23049,20650,523,1876
18/12/2020,RIAU,184,9,200,-25,23233,20850,532,1851
19/12/2020,RIAU,372,4,183,185,23605,21033,536,2036
20/12/2020,RIAU,121,2,128,-9,23726,21161,538,2027
21/12/2020,RIAU,76,4,99,-27,23802,21260,542,2000
22/12/2020,RIAU,116,1,165,-50,23918,21425,543,1950
23/12/2020,RIAU,96,3,205,-112,24014,21630,546,1838
24/12/2020,RIAU,214,4,112,98,24228,21742,550,1936
25/12/2020,RIAU,79,7,281,-209,24307,22023,557,1727
26/12/2020,RIAU,93,8,191,-106,24400,22214,565,1621
27/12/2020,RIAU,117,2,185,-70,24517,22399,567,1551
28/12/2020,RIAU,81,4,172,-95,24598,22571,571,1456
29/12/2020,RIAU,116,3,318,-205,24714,22889,574,1251
